text,label,exp_split,Generated_Label
"Mexico knows that illegals cost the US billions each year... Even though their citizenship requirements are far more strict than those of the US, Mexico has been an open gate for decades .... done so purposely to harm the US with poor uneducated illegals",0,train,1
"Beautiful video. Glad to see the A added to LGBTQ+ and making LGBTQA+. I am Asexual (hereto romantic)  Was an ally before I found out. I have been afraid to come out, but when I learned what my situation was called and that there are more people like me I was trilled. I can still fall in love with men and still get married. So happy, thank you for the video, it gave me courage. Hello to all the Try Guys. 💜🖤💜🦄",0,train,0
"The refugees molest women and children, they shit in the swimming pool, and they worship some imaginary man in the sky who tells them to kill people.",1,train,1
I literally cried so hard after watching this (not even gay and I grew up in a homophobic family) The message and emotion is so real!!❤,0,train,0
"+John Mamo ice is coming for a black american who's lived here his whole life? Trump supporters are dumb but you really stand out talking about ice is coming for me rofl. What makes you think I'm illegally here 😱.  I can see your old ass can use emojis that's kinda cool man, nice try on the comeback, do all trumpers think everyone is an illegal immigrant lmfao. I have more worth as a young American than 3 of you combined.",0,train,1
"US behaving like a jealous pussy, while Russia is stealing the show. Go Russia! ✊",1,train,1
Christopher  Silly Racist little Chrissy.  Always Babbling Nonsense! Is that how you let your Anti White sentiments out on other channels? Sad little Fraud.,0,train,1
"You ask Hitler about ""How GOOD Jewish people is ?"" and didn't get beaten by SS troops.

But asking Israeli soldier to stop firing tear gas ? jailed by evil Jewish.",1,train,1
"YOU LOOK LIKE FROM MIDDLE EAST MUSLIM COUNTRY 
YOU ARE NOT CANADIAN WHAT MAKE YOU THINK YOU ARE CANADIAN ?
WHY YOU WANNA HIDE THE FACT THAT YOU ARE FROM IRAQ , SYRIA OR PAKISTAN WHAT EVER YOUR COUNTRY IS
YOU ARE NOT WHITE YOU ARE BROWN SKINNED MUSLIM GIRL AND YOU MUST BE LIVING IN CANADA AS CANADA ADOPT YOU AS REFUGEE AS YOUR COUNTRY IRAQ IS CURRENTLY IN WAR
TELL ME HOW DO YOU EVEN GET CHANCE TO GET CANADIAN VISA 
ALL IDIOT  REFUGEE MUSLIMS LIKE THIS GIRL SANA SAEED IS NOT TERRORIST BUT .............",1,train,1
Israel is the cancer of the humanity,1,train,1
FUCK QATAR: Shame on you! why have you funded isis and taken no refugees? you should take every one of them,1,train,1
"Fuck Zionist,fuck israel",1,train,1
"What the fuk?! ""refugees""?!!! No! Invaders, yes!!! Barbarians welcomed in the West?!!!!Europeans on a suicide mission!!! Go ahead, Europeans, fuk a thousand years of Western culture and dive into your trendy muslim shell hole..back to the plummit of the dark ages..into the tyranny and slavery of islam!!!! muslims are not just a problem-they are the end ,a journey into the darkest age of all time!!!!",1,train,1
THIS is the true mission of the U.S. military. To protect it's citizens from immediate threats and not to invade other countries for the annexation of resources on behalf of wealthy elites and corrupt politicians.,1,train,0
Indian people's support England maybe because new Zealand kick out indian team from world cup,0,train,0
it seems she doesnt like the perspective of a future of rape and murder in her own house. carried out by strangers and invading subhuman scum.,1,train,1
Islam comes from semitic arabs you know right ? Moron,0,train,1
I hate these ugly ass white people... Surprised the KKK didn't come. People are afraid of Muslims for no reason. DAMN! GROW UP!,1,train,1
F*** MUSLIM - NO MUSLIM IN EUROPE,1,train,1
Germany cant continue to let these animals in. Germany feels it has to fucking give there country away and be so fucking nice just because Hitler is in there history. These animals don't have fucking librals values don't let them come what kinda of men leave there country when its being taken over by savages anyway. I would never leave my country if it was under attack I would die here and any fucking respectable man would do the same.,1,train,1
People who hold guns sideways are idiots. You're an idiot for thinking that's how it works.,1,train,0
A friend of mine's father is white and his mother Korean. He looks full Korean. He gets married to a girl who is half white half black . They have kids. Both kids look full Korean .,0,train,0
Saudi mission: divide Muslims and spread hatred among people by fake Sunni-Shia wars. Mulsims used to live in peace for years before these pig extended their salafi takfiri ideology with oil money. ,1,train,1
"Fuck islam
Fuck Christianity
Fuck Judaism",1,train,"1
1
1"
"HAHAHAHA this video is SO MUCH CRAP, I understand why there are so many dislikes. :D

FIRST OF ALL, you uneducated fuck (oh, oops, I beg your pardon, I hope my language doesn't insult your so sensitive feelings) the VAST MAJORITY of the immigrants coming to Europe are IN NO WAY refugees!!! They are ILLEGAL immigrants, most of them are literally criminals, murderers, rapists (and the list goes on), so yes, if we could, we MUST keep them away from our HOMES....
SECONDLY, you idiotic excuse of a person, the MEN who flee from their homelands because of war are NOT considered ""refugees"" but deserters.... There is a very tiny minority of women, that are actual refugees... Very, very tiny minority.

So yeah, this video is so much crap. Where the fuck do you live uploader? I really do hope you'll receive all these beautiful ""immigrants"" that are coming into Greece, to your country as well, you little piece of shit, and then you'll see with your own eyes all the lies that the tv has force you to believe. :)
(or, unless you're a jew HA, then you know your plan all too well, don't you?)",1,train,1
"muslim, just shoot them",1,train,1
if sadiq khan becoomes pm thats the end of britain.get rid of extreme islam NOW,0,train,1
Refugees my ass. They are fing parasites.,1,train,1
"@adam b your coded language says otherwise. Kinda like when racists call black people low IQ.. if all the legends respect her, she couldn't be that classless.",0,train,0
Indian in title more views it get,0,train,0
@Herbert Meier Lots of post-transition trans people pass.,0,train,0
Plot twist:  John Connor sent the Terminator back in 1984 to stop himself from being born because he knew that in 2019 he would be a toxic white male with too much privilege and decided to let an empowered woman be the saviour of the human race instead.,0,train,1
