,text,label,exp_split,ChatGPT Response
73,Men would have duels now they have but sex eyy GG,0,train,"{
  ""text"": ""Men would have duels now they have but sex eyy GG"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""sex"",
    ""GG""
  ]
}"
74,Not everyday you get to see a rape culture get shipped into a country literally.,1,train,"{
  ""text"": ""Not everyday you get to see a rape culture get shipped into a country literally."",
  ""rationales"": [
    ""rape culture""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
75,not today and we nuked Japan because they attacked our land and we showed the rest of you country's what will happen if you mess with the best country in the world,0,train,"{
  ""text"": ""not today and we nuked Japan because they attacked our land and we showed the rest of you country's what will happen if you mess with the best country in the world"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
76,Spray the boats with a .50 cal...........they do NOT have the right to come here!,1,train,"{
  ""text"": ""Spray the boats with a .50 cal...........they do NOT have the right to come here!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
77,"'Americans'....all smug, self-righteous European invaders, murderers and thieves....still doing whatever they want and piously calling themselves leaders of justice, and freedom.",1,train,"{
  ""text"": ""'Americans'....all smug, self-righteous European invaders, murderers and thieves....still doing whatever they want and piously calling themselves leaders of justice, and freedom."",
  ""rationales"": [
    ""European invaders"",
    ""murderers"",
    ""thieves""
  ],
  ""derogatory_language"": [
    ""Americans""
  ],
  ""cuss_words"": []
}"
78,fuk Muslim,1,train,"{
  ""text"": ""fuk Muslim"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuk""
  ]
}"
79,you're not welcome anymore Sergio go back to your country and be a man take your f****** kids with you and your wife we're sick of f****** illegal immigrants,1,train,"{
  ""text"": ""you're not welcome anymore Sergio go back to your country and be a man take your f****** kids with you and your wife we're sick of f****** illegal immigrants"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""f******"",
    ""f******""
  ]
}"
80,"This presidency is going to fail like all his other bushiness, at least hes consistent!. Great job white Amerikkka!",0,train,"{
  ""text"": ""This presidency is going to fail like all his other bushiness, at least hes consistent!. Great job white Amerikkka!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white Amerikkka""
  ],
  ""cuss_words"": []
}"
81,deport!!!!! too many tacos???!!,1,train,"{
  ""text"": ""deport!!!!! too many tacos???!!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""deport"",
    ""tacos""
  ]
}"
82,"Islam is not only killing other innocent people, they are killing their own Muslims too. 
Islam sucks. Fuck Allah! Fuck Mohammed!",1,train,"{
  ""text"": ""Islam is not only killing other innocent people, they are killing their own Muslims too. Islam sucks. Fuck Allah! Fuck Mohammed!"",
  ""rationales"": [
    ""innocent people"",
    ""their own Muslims""
  ],
  ""derogatory_language"": [
    ""Islam"",
    ""Allah"",
    ""Mohammed""
  ],
  ""cuss_words"": [
    ""sucks"",
    ""Fuck""
  ]
}"
83,Cringe worthy and shitty song fuck islam you're not fooling any one.,1,train,"{
  ""text"": ""Cringe worthy and shitty song fuck islam you're not fooling any one."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
84,"I want to ask the fucking retard dumb fuck Muslims from the Paris mosque who saved the thousands of Jews during world war 2 from the Nazi soldiers by giving them a fake Muslim id's, Is this what you wanted? what the fucking fuck were you thinking when you saved them?",1,train,"{
  ""text"": ""I want to ask the fucking retard dumb fuck Muslims from the Paris mosque who saved the thousands of Jews during world war 2 from the Nazi soldiers by giving them a fake Muslim id's, Is this what you wanted? what the fucking fuck were you thinking when you saved them?"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""retard"",
    ""dumb fuck"",
    ""Muslims""
  ],
  ""cuss_words"": [
    ""fucking"",
    ""fuck""
  ]
}"
85,"MACHINE GUN AND GRENADE THEM TO PIECES, THEY ARE A FOREIGN INVASION FORCE. Kill them all
why didn't they run to Saudi Arabia.",1,train,"{
  ""text"": ""MACHINE GUN AND GRENADE THEM TO PIECES, THEY ARE A FOREIGN INVASION FORCE. Kill them all\nwhy didn't they run to Saudi Arabia."",
  ""rationales"": [
    ""foreign invasion force""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""MACHINE GUN"",
    ""GRENADE"",
    ""Kill""
  ]
}"
86,"Mohamed decapitated 900 persons by his own hands in Medina and islam is about robbery, rape, pedophilia and genocidal murders...Over a billion victims and they are invading NOW to kill you, rape your wife and children and sell them as sex slaves or worked to death as they have done for a thousand years everywhere they invaded. NO PEACE ON EARTH UNTIL ALL MUSLIMS ARE KILLED.",1,train,"{
  ""text"": ""Mohamed decapitated 900 persons by his own hands in Medina and islam is about robbery, rape, pedophilia and genocidal murders...Over a billion victims and they are invading NOW to kill you, rape your wife and children and sell them as sex slaves or worked to death as they have done for a thousand years everywhere they invaded. NO PEACE ON EARTH UNTIL ALL MUSLIMS ARE KILLED."",
  ""rationales"": [
    ""Mohamed"",
    ""Islam""
  ],
  ""derogatory_language"": [
    ""robbery"",
    ""rape"",
    ""pedophilia"",
    ""genocidal murders"",
    ""invading"",
    ""kill"",
    ""rape"",
    ""sex slaves"",
    ""worked to death"",
    ""invaded"",
    ""NO PEACE ON EARTH"",
    ""ALL MUSLIMS ARE KILLED""
  ],
  ""cuss_words"": []
}"
87,shoot all Muslim scums.,1,train,"{
  ""text"": ""shoot all Muslim scums."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Muslim scums""
  ],
  ""cuss_words"": [
    ""shoot""
  ]
}"
88,"How are there any ""innocent civilians"" LEFT in Syria to BE collateral damage? The fuckers are all over Europe!",1,train,"{
  ""text"": ""How are there any \""innocent civilians\"" LEFT in Syria to BE collateral damage? The fuckers are all over Europe!"",
  ""rationales"": [
    ""innocent civilians"",
    ""collateral damage""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuckers""
  ]
}"
89,"go home muslims,  we don't want your scum here",1,train,"{
  ""text"": ""go home muslims,  we don't want your scum here"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""muslims"",
    ""scum""
  ],
  ""cuss_words"": []
}"
90,Democrats using African Americans again,0,train,"{
  ""text"": ""Democrats using African Americans again"",
  ""rationales"": [
    ""African Americans""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
91,I'm an Asian American born in US. Those 4 don't represent me.,0,train,"{
  ""text"": ""I'm an Asian American born in US. Those 4 don't represent me."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
92,"You know, I was going to say something similar due to his attending a Jesuit college..........catholicism is some kind of evil",0,train,"{
  ""text"": ""You know, I was going to say something similar due to his attending a Jesuit college..........catholicism is some kind of evil"",
  ""rationales"": [
    ""Jesuit college""
  ],
  ""derogatory_language"": [
    ""catholicism""
  ],
  ""cuss_words"": []
}"
93,"Saudis and Emiratis pay US to fight their dirty wars, yet US has been paying Israel for decades and fighting Israeli's never ending dirty wars. Why is US being blackmailed by Israel for so long ?",0,train,"{
  ""text"": ""Saudis and Emiratis pay US to fight their dirty wars, yet US has been paying Israel for decades and fighting Israeli's never ending dirty wars. Why is US being blackmailed by Israel for so long ?"",
  ""rationales"": [
    ""Saudis"",
    ""Emiratis"",
    ""US"",
    ""Israel""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
94,"Parasites running!!!
Take this arabs and nigers garbage and throw to sea",1,train,"{
  ""text"": ""Parasites running!!! Take this arabs and nigers garbage and throw to sea"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""arabs"",
    ""nigers""
  ],
  ""cuss_words"": []
}"
95,"I love these Zionists and their ""they started it"". 1- it's a childish justification for killing innocent men, women, children, and elderly. 2- If you want to go there, the Zionists started it by occupying a land and forcing hundreds of thousands, who were living peacefully side by side with Jews,  off their land. Massacring whole villages like Yasser Diem. And using a superior military and finance to isolate the remaining Arabs on the least fertile and desirable land in the country. 3-They are too stupid to realize that the Israeli leadership has lied to them. Using mind control tactics to gain their support. Most good Jews gone bad have no idea of the original massacres. They have no idea of the evil that the Israeli army has taken part in. They have no idea of the censorship. 99% of Jews are good people. Some, or too many, are just brainwashed with a form of blind patriotism. And the same can be said for Palestinians. But the fact is, it is the innocents on both side that suffer for the Zionist elites like the Rothschild's. Fuck Israel. Jews have a homeland here in the US. Just stop being murderous sociopaths first. God bless good Arab people. God bless good Jewish people. God bless good people. Fuck the sociopaths that manipulate the sheeple. Fuck Mossad and their evil tricks and false flags. Fuck the Zionist elite.",1,train,"{
  ""text"": ""I love these Zionists and their \""they started it\"". 1- it's a childish justification for killing innocent men, women, children, and elderly. 2- If you want to go there, the Zionists started it by occupying a land and forcing hundreds of thousands, who were living peacefully side by side with Jews,  off their land. Massacring whole villages like Yasser Diem. And using a superior military and finance to isolate the remaining Arabs on the least fertile and desirable land in the country. 3-They are too stupid to realize that the Israeli leadership has lied to them. Using mind control tactics to gain their support. Most good Jews gone bad have no idea of the original massacres. They have no idea of the evil that the Israeli army has taken part in. They have no idea of the censorship. 99% of Jews are good people. Some, or too many, are just brainwashed with a form of blind patriotism. And the same can be said for Palestinians. But the fact is, it is the innocents on both side that suffer for the Zionist elites like the Rothschild's. Fuck Israel. Jews have a homeland here in the US. Just stop being murderous sociopaths first. God bless good Arab people. God bless good Jewish people. God bless good people. Fuck the sociopaths that manipulate the sheeple. Fuck Mossad and their evil tricks and false flags. Fuck the Zionist elite."",
  ""rationales"": [
    ""Zionists"",
    ""Israeli leadership"",
    ""Israeli army"",
    ""Jews"",
    ""Palestinians"",
    ""Rothschild's""
  ],
  ""derogatory_language"": [
    ""stupid"",
    ""brainwashed"",
    ""murderous sociopaths"",
    ""sociopaths"",
    ""sheeple"",
    ""evil""
  ],
  ""cuss_words"": [
    ""Fuck""
  ]
}"
96,2:38 yep those Israeli are good at stealing ppl lands  and dividing nations.,1,train,"{
  ""text"": ""2:38 yep those Israeli are good at stealing ppl lands and dividing nations."",
  ""rationales"": [
    ""Israeli"",
    ""stealing ppl lands"",
    ""dividing nations""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
