text,label,exp_split,ChatGPT Response
<user> <user> it great except for the gop areas that are calling for more refugees rino areas need to be smoked out,0,train,"{
  ""text"": ""<user> <user> it great except for the gop areas that are calling for more refugees rino areas need to be smoked out"",
  ""rationales"": [
    ""gop areas"",
    ""rino areas""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
oh look the refs a nigger again,1,train,"{
  ""text"": ""oh look the refs a nigger again"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigger""
  ],
  ""cuss_words"": []
}"
<user> <user> illegal immigrants aren ’ t americans,1,train,"{
  ""text"": ""<user> <user> illegal immigrants aren ’ t americans"",
  ""rationales"": [
    ""illegal immigrants""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
<user> shit be goofy af lol that ’ that old negro slave talk lol,1,train,"{
  ""text"": ""<user> shit be goofy af lol that ’ that old negro slave talk lol"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""negro""
  ],
  ""cuss_words"": [
    ""shit""
  ]
}"
<user> this is the sickness that islamist govt infiltration brings to canada letmaxspeak,1,train,"{
  ""text"": ""<user> this is the sickness that islamist govt infiltration brings to canada letmaxspeak"",
  ""rationales"": [
    ""islamist govt infiltration"",
    ""letmaxspeak""
  ],
  ""derogatory_language"": [
    ""islamist""
  ],
  ""cuss_words"": []
}"
seven bitches with me and ain t none of them mediocre from they head to they toes they so far from mediocre hadi yallah ananızı sikerim,1,train,"{
  ""text"": ""seven bitches with me and ain t none of them mediocre from they head to they toes they so far from mediocre hadi yallah ananızı sikerim"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitches"",
    ""mediocre"",
    ""hadi yallah"",
    ""ananızı sikerim""
  ]
}"
bad sirop on the fuck with us poppin this nigger,1,train,"{
  ""text"": ""bad sirop on the fuck with us poppin this nigger"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigger""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
<user> go back to papistan you jihadi ❤,1,train,"{
  ""text"": ""<user> go back to papistan you jihadi ❤"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""jihadi""
  ]
}"
petty betty back at it again this is my life how ghetto,0,train,"{
  ""text"": ""petty betty back at it again this is my life how ghetto"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ghetto""
  ]
}"
the most disrespectful thing you can do is call your female another bitch name,1,train,"{
  ""text"": ""the most disrespectful thing you can do is call your female another bitch name"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitch""
  ]
}"
<user> ooh ight fuck dat bitch 😭,1,train,"{
  ""text"": ""<user> ooh ight fuck dat bitch 😭"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""bitch""
  ]
}"
<user> i like immigrants,0,train,"{
  ""text"": ""<user> i like immigrants"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege,1,train,"{
  ""text"": ""filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigga""
  ],
  ""cuss_words"": [
    ""filthy""
  ]
}"
good lord eliaundelis i ’ m a good lancer of the parchment not a queer sculptor,0,train,"{
  ""text"": ""good lord eliaundelis i ’ m a good lancer of the parchment not a queer sculptor"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""queer""
  ]
}"
<user> it seems to be a nimby reaction and here i thought they loved immigrants,0,train,"{
  ""text"": ""<user> it seems to be a nimby reaction and here i thought they loved immigrants"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
this girl was so retarded when she told me dis bacc in the day i tried so hard not <number> laugh bra,1,train,"{
  ""text"": ""this girl was so retarded when she told me dis bacc in the day i tried so hard not <number> laugh bra"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""retarded""
  ],
  ""cuss_words"": []
}"
now that i have blocked the close minded people i will explain why i have this belief with regards to the hijab and niqab islam came to 7 th century arabia because of how uncivilised they were nothing changed in most arab countries excluding the uae,1,train,"{
  ""text"": ""now that i have blocked the close minded people i will explain why i have this belief with regards to the hijab and niqab islam came to 7 th century arabia because of how uncivilised they were nothing changed in most arab countries excluding the uae"",
  ""rationales"": [
    ""close minded people"",
    ""hijab and niqab"",
    ""7 th century arabia"",
    ""uncivilised"",
    ""most arab countries excluding the uae""
  ],
  ""derogatory_language"": [
    ""uncivilised"",
    ""arab""
  ],
  ""cuss_words"": []
}"
<user> we can not be friends with jews and india at all,0,train,"{
  ""text"": ""<user> we can not be friends with jews and india at all"",
  ""rationales"": [
    ""jews"",
    ""india""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
why do you dumb soggy fucking retardeds always put jew shit you dense ninners,1,train,"{
  ""text"": ""why do you dumb soggy fucking retardeds always put jew shit you dense ninners"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dumb"",
    ""soggy"",
    ""fucking"",
    ""retardeds"",
    ""jew"",
    ""shit"",
    ""dense"",
    ""ninners""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
jews stole my foreskin at <number>,1,train,"{
  ""text"": ""jews stole my foreskin at <number>"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""jews""
  ],
  ""cuss_words"": []
}"
<number> of american women are overweight or obese — what the hell is going on in our country,1,train,"{
  ""text"": ""<number> of american women are overweight or obese — what the hell is going on in our country"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""hell""
  ]
}"
i just need a new life i can ’ t associate with you ghetto hoes,1,train,"{
  ""text"": ""i just need a new life i can ’ t associate with you ghetto hoes"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ghetto hoes""
  ],
  ""cuss_words"": []
}"
<user> alright seriously fuck it is a fucking medieval nightmare over there this shit is fucked up how do we stop this,1,train,"{
  ""text"": ""<user> alright seriously fuck it is a fucking medieval nightmare over there this shit is fucked up how do we stop this"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""fucking"",
    ""shit""
  ]
}"
there a bunch of faggots in my 1 st period communicating by whistling i wanna beat their asses,1,train,"{
  ""text"": ""there a bunch of faggots in my 1 st period communicating by whistling i wanna beat their asses"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""faggots""
  ],
  ""cuss_words"": [
    ""asses""
  ]
}"
muslims when is laylat ul qadr,0,train,"{
  ""text"": ""muslims when is laylat ul qadr"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
can faggot stop being a derogatory term for gays and start being a derogatory term for just terrible men in general because i really like the word and honestly i have known a lot of faggots in my life and they were not homosexuals,0,train,"{
  ""text"": ""can faggot stop being a derogatory term for gays and start being a derogatory term for just terrible men in general because i really like the word and honestly i have known a lot of faggots in my life and they were not homosexuals"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""faggot""
  ],
  ""cuss_words"": []
}"
i hate you ghetto hoes i hate oakland bro,1,train,"{
  ""text"": ""i hate you ghetto hoes i hate oakland bro"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ghetto hoes"",
    ""oakland""
  ],
  ""cuss_words"": []
}"
y ’ all bitches walk around y ’ all dirty ass cribs with nothing on y ’ all feet amp y ’ all want a nigga to suck your toes spare me,1,train,"{
  ""text"": ""y ’ all bitches walk around y ’ all dirty ass cribs with nothing on y ’ all feet amp y ’ all want a nigga to suck your toes spare me"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitches"",
    ""dirty ass"",
    ""nigga""
  ],
  ""cuss_words"": [
    ""bitches"",
    ""dirty ass"",
    ""nigga""
  ]
}"
opinion when a girl is a hoe everyone assumes that girl is the one who hit up every single guy even if it always the guy who makes the first move sexism or no smh 😒,0,train,"{
  ""text"": ""opinion when a girl is a hoe everyone assumes that girl is the one who hit up every single guy even if it always the guy who makes the first move sexism or no smh 😒"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""hoe""
  ],
  ""cuss_words"": []
}"
niggas think i try to be mysterious n edgy no nigga im juss retarded,1,train,"{
  ""text"": ""niggas think i try to be mysterious n edgy no nigga im juss retarded"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas"",
    ""nigga"",
    ""retarded""
  ],
  ""cuss_words"": []
}"
fuck witches get honey 🐝 🐝 more trees less refugees 🌲 🌲 less gas more grass 🌾 🌱 if you do not pick up trash you are not eco fash 🗑 ️ 🗑 ️,0,train,"{
  ""text"": ""fuck witches get honey 🐝 🐝 more trees less refugees 🌲 🌲 less gas more grass 🌾 🌱 if you do not pick up trash you are not eco fash 🗑 ️ 🗑 ️"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
this shit is ghetto,1,train,"{
  ""text"": ""this shit is ghetto"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""shit""
  ]
}"
dykes really be plottin on hoes for years they will sit there and be friends with a chick for years just waiting for them to slip up,1,train,"{
  ""text"": ""dykes really be plottin on hoes for years they will sit there and be friends with a chick for years just waiting for them to slip up"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dykes"",
    ""hoes"",
    ""chick""
  ],
  ""cuss_words"": []
}"
throw a banana peel at that nigger,1,train,"{
  ""text"": ""throw a banana peel at that nigger"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigger""
  ],
  ""cuss_words"": []
}"
<user> fuck you raghead,1,train,"{
  ""text"": ""<user> fuck you raghead"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""raghead""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
<user> does american people include all the illegal immigrants,1,train,"{
  ""text"": ""<user> does american people include all the illegal immigrants"",
  ""rationales"": [
    ""illegal immigrants""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
hate white bitches,1,train,"{
  ""text"": ""hate white bitches"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white bitches""
  ],
  ""cuss_words"": [
    ""hate""
  ]
}"
<user> <user> iran has the 2 n biggest community in middle east muslims protexted jews in ww2,0,train,"{
  ""text"": ""<user> <user> iran has the 2 n biggest community in middle east muslims protexted jews in ww2"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
i hope joe exotic gets gay raped to death by a tiger netflix,1,train,"{
  ""text"": ""i hope joe exotic gets gay raped to death by a tiger netflix"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""gay"",
    ""raped""
  ]
}"
<user> is big pharma an immigrant,0,train,"{
  ""text"": ""<user> is big pharma an immigrant"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
spaniard girl squad is going ✈ ️ islam on friday skamespaña,0,train,"{
  ""text"": ""spaniard girl squad is going ✈ ️ islam on friday skamespaña"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""skamespaña""
  ]
}"
changed my approach no more loving these hoes,1,train,"{
  ""text"": ""changed my approach no more loving these hoes"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""hoes""
  ]
}"
niggas really be tryna keep yu around just to be on some bullshit raggedy bitches,1,train,"{
  ""text"": ""niggas really be tryna keep yu around just to be on some bullshit raggedy bitches"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas"",
    ""raggedy bitches""
  ],
  ""cuss_words"": []
}"
