text,label,exp_split
she the definition of a bad bitch 😏,1,train
<user> <number> million jews you f****ing <censored> jerk,0,train
<user> <user> yeah make the women take the stairs c,0,train
<user> freudian manifestations of your latent homosexuality,1,train
<user> this people are jihadi,1,train
sit down faggots,1,train
<user> by that logic it would be fine for jews to terrorize since your people call them evil and blame them for all of your problems,0,train
<user> <user> this means there are not illegal immigrants,0,train
<user> <user> some say it was goats goat fucker,1,train
<user> kinda surprised me that more legal immigrants aren ’ t more outspoken about illegal immigration,0,train
tsurumarus a conservative evangelic baptist confederate redneck with sex toes on his right foot and missing half of his teeth,1,train
i hate these faggots 🤷 🏾 ‍ ♂️,1,train
muz listens to his her sheikhs worthless personal opinions about islam and assumes he she knows everything about islam you criticize islam also muz have you read the quran have you read it in arabic have you read it in ancient quraishi dialect,0,train
asian men are weak and fragile and i hate you,1,train
just watched <number> videos of gangs of niggers beating up white people and got super blackpilled,0,train
bitch we took <number> hours to clear a 4 km jam ratchet 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮,1,train
<user> <user> shut up faggot,1,train
being gay is childish and ghetto 😂 😂 🗣,1,train
they can informed about it all caucasians,0,train
<user> <user> how can a refugee cross any border illegally asking for people who need help,1,train
fought so hard to 🤐 the other day an trump supporter says here niggers brung gay in 1 9 8 0 💁 🏼 ‍ ♂️ wanted to get ha but 🤐,0,train
this faggots came back like go home get a life,1,train
<user> how many caucasians are infected with the virus,0,train
<user> i do not ihate these clowns trying to portray themselves the only muslims,0,train
why are playstation stans such faggots,1,train
<user> i stand by refugees,0,train
<user> <user> gavin newsom only cares about criminals and illegal aliens recallgavinnewsom,0,train
not or vomit bitches like a child,1,train
a bitch rlly goin thru it,1,train
<user> black on black violence is impossible the white man 👨 did it whitey also didn ’ t move in to save the save screw whitey,1,train
if a muslim person kills innocent people they are considered a terrorist but if a white person does it they are considered mentally ill,0,train
looks like twitter keeping my shit fuck jack retweet to help a nigga out,1,train
that white devil that killed the black man honestly the worst type of person,1,train
ice raids sweep up <number> undocumented immigrants across mississippi the should arrest the employers like trump that hire illegals too,0,train
<user> they will never muslims r the most selfish people on earth,1,train
<user> wait us muslims too bad move,0,train
<user> hussein obama wasn t interested in biden or ukraine he was busy importing almost a million african fellow moslems not refugees into the us to spread islam we now have dearborn mn omar talib and others thanks hussein,1,train
<user> <user> girl im watchin that shit for free hella ghetto on bing on my tv 😂 😂 😂 😂,1,train
im wearing white pants and i look like a faggot,0,train
<user> he already admitted to being a guy just say you are gay and let this delusion die,0,train
and then suddenly shes not yo hoe no mo,0,train
<user> is it the same one that is racist towards asians,0,train
<user> so you are basically aiding and abetting an illegal alien who is currently breaking the laws of this country is that how it works,0,train
niggers are crazy,1,train
<user> i ’ ve always dated white men who ’ ve never dated black women they all from america mytwocents,1,train
<user> dude wtf you put towel head over me,1,train
😂 😂 😂 😂 😂 y ’ all be so mad at caucasians failing to forget blacks was selling us,1,train
<user> lol he a classy hoe,1,train
<user> our immigrants less worried about them than i am about the legal residents in the us as you should be,0,train
anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,1,train
<user> what matters to me my white sons who live in fear of every rabid feminazi in our country who wish ill upon them even though they did nothing to deserve it my sons matter,0,train
she ra gay only event no hets allowed 🚫,0,train
<user> <user> not every muslims has will to kill every non muslim all i am saying is we must stand with them,0,train
<user> scared for right wing terrorists who are in hundreds while islamists are in millions yet roam free,1,train
nigga got a white bitch just to tell her what to do,1,train
all because some scumbag capitalists refuse to pay tax looking at the damned jews,1,train
<user> <user> she ’ a retard,0,train
rick ripping that guys throat out to save carl from getting raped by that old hillbilly top <number> savage twd moments,1,train
<user> this dumb bitch killed <number> rabbits in her failed raid this is who you guys praise you guys are the problem not the farmers,1,train
<user> <user> finally a woman that is class and not a white trashy one like those sisters we are sick of seeing,1,train
<user> this could be but one thing is very clear they want illegal immigrants standing on the southern side of the border,1,train
<user> sur <number> <number> regrette women cheat with their ❤ ️ 🤷 🏽 ‍ ♀ ️,0,train
<user> so you are fine with a bunch of muslim men stopping traffic in the middle of a busy new york street to pray to mecca,0,train
hindu army ’ disrespecting islam now 🙄 acting like your countries don ’ t mass murder them on a bi yearly basis stfu,1,train
on today ’ episode of white people virtue signaling,1,train
<user> they are illegal immigrants not asylum seekers,0,train
black man locked up and y ’ all can tell but bring up them fuckin immigrants we do not care,1,train
cut them hoes of quic,1,train
<user> you do not even text me nomo hoe,1,train
i don ’ t trust bitches who dance in victoria ’ secret lol,1,train
this bitch keep wearing weave i told her grow inches,1,train
<user> why would anyone watch whigger garbage like this show in the beginning,1,train
barn full of white bitches,1,train
waiting for the day i ’ m not working and a white hoe talk to me crazy cause i ’ ma beat her ass,1,train
<user> it ’ also homophobic,0,train
whoever rtd that yuta opening a dyke salon tweet onto my timeline just know op is actually lesbophobic lol,1,train
<user> i hate you faggot add me to your private snap story,1,train
my twitter is literally all islam amp fairouz my only two interests in life 😌 🤝,0,train
